"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Genus","Family","Family Common Name","Order","SubClass","Class","SubDivision","Division","Kingdom","Duration","Growth Habit","Active Growth Period","Shape and Orientation","Toxicity","Palatable Human"
"SALA2","","Sagittaria latifolia","broadleaf arrowhead","Monocot","Sagittaria","Alismataceae","Water-plantain family","Alismatales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"SARU","","Salicornia rubra","red swampfire","Dicot","Salicornia","Chenopodiaceae","Goosefoot family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Subshrub, Forb/herb","Summer and Fall","Decumbent","None","No"
"SAAL2","","Salix alba","white willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"SAAM2","","Salix amygdaloides","peachleaf willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Irregular","None","No"
"SACA4","","Salix candida","sageleaf willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"SADI","","Salix discolor","pussy willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring","Erect","None","No"
"SAHU2","","Salix humilis","prairie willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","No"
"SAIN3","","Salix interior","sandbar willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub, Tree","Spring","Erect","None","Yes"
"SALU","","Salix lucida","shining willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SALU2","","Salix lutea","yellow willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SANI","","Salix nigra","black willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"SAPE4","","Salix pentandra","laurel willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"SAPL2","","Salix planifolia","diamondleaf willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Subshrub, Shrub","Spring and Summer","Semi-Erect","None","No"
"SASE","","Salix sericea","silky willow","Dicot","Salix","Salicaceae","Willow family","Salicales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SANIC4","","Sambucus nigra ssp. canadensis","American black elderberry","Dicot","Sambucus","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","Yes"
"SARAR3","","Sambucus racemosa var. racemosa","red elderberry","Dicot","Sambucus","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","Yes"
"SAOF4","","Saponaria officinalis","bouncingbet","Dicot","Saponaria","Caryophyllaceae","Pink family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"SCSC","","Schizachyrium scoparium","little bluestem","Monocot","Schizachyrium","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","None","No"
"SCACA","","Schoenoplectus acutus var. acutus","hardstem bulrush","Monocot","Schoenoplectus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"SCTA2","","Schoenoplectus tabernaemontani","softstem bulrush","Monocot","Schoenoplectus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"SCAT2","","Scirpus atrovirens","green bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"SCCY","","Scirpus cyperinus","woolgrass","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"SCGE2","","Scirpus georgianus","Georgia bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Semi-Erect","None","No"
"SCMI2","","Scirpus microcarpus","panicled bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring, Summer, Fall","Erect","None","No"
"SCPA8","","Scirpus pallidus","cloaked bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SCPE4","","Scirpus pendulus","rufous bulrush","Monocot","Scirpus","Cyperaceae","Sedge family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SECE","","Secale cereale","cereal rye","Monocot","Secale","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring, Summer, Fall","Erect","None","Yes"
"SEIN2","","Senecio integerrimus","lambstongue ragwort","Dicot","Senecio","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Forb/herb","Spring and Summer","Erect","Moderate","No"
"SEVU","","Senecio vulgaris","old-man-in-the-Spring","Dicot","Senecio","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"SEIT","","Setaria italica","foxtail millet","Monocot","Setaria","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring and Summer","Erect","None","No"
"SHAR","","Shepherdia argentea","silver buffaloberry","Dicot","Shepherdia","Elaeagnaceae","Oleaster family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Semi-Erect","None","Yes"
"SHCA","","Shepherdia canadensis","russet buffaloberry","Dicot","Shepherdia","Elaeagnaceae","Oleaster family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","Yes"
"SIPE2","","Silphium perfoliatum","cup plant","Dicot","Silphium","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","","None","No"
"SIAN3","","Sisyrinchium angustifolium","narrowleaf blue-eyed grass","Monocot","Sisyrinchium","Iridaceae","Iris family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"SMRO","","Smilax rotundifolia","roundleaf greenbrier","Monocot","Smilax","Smilacaceae","Catbrier family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Shrub, Vine","Summer","Climbing","None","No"
"SOCA6","","Solidago canadensis","Canada goldenrod","Dicot","Solidago","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"SOFL2","","Solidago flexicaulis","zigzag goldenrod","Dicot","Solidago","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"SOGI","","Solidago gigantea","giant goldenrod","Dicot","Solidago","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Erect","None","No"
"SOMI2","","Solidago missouriensis","Missouri goldenrod","Dicot","Solidago","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"SONE","","Solidago nemoralis","gray goldenrod","Dicot","Solidago","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"SOAM3","","Sorbus americana","American mountain ash","Dicot","Sorbus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SOAU","","Sorbus aucuparia","European mountain ash","Dicot","Sorbus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SODE3","","Sorbus decora","northern mountain ash","Dicot","Sorbus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Summer and Fall","Oval","Slight","Yes"
"SONU2","","Sorghastrum nutans","Indiangrass","Monocot","Sorghastrum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","None","No"
"SOBI2","","Sorghum bicolor","sorghum","Monocot","Sorghum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Summer and Fall","Erect","Moderate","Yes"
"SPAM","","Sparganium americanum","American bur-reed","Monocot","Sparganium","Sparganiaceae","Bur-reed family","Typhales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"SPEU","","Sparganium eurycarpum","broadfruit bur-reed","Monocot","Sparganium","Sparganiaceae","Bur-reed family","Typhales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"SPGR","","Spartina gracilis","alkali cordgrass","Monocot","Spartina","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SPPE","","Spartina pectinata","prairie cordgrass","Monocot","Spartina","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SPCO","","Sphaeralcea coccinea","scarlet globemallow","Dicot","Sphaeralcea","Malvaceae","Mallow family","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"SPOB","","Sphenopholis obtusata","prairie wedgescale","Monocot","Sphenopholis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Graminoid","Spring","Erect","None","No"
"SPAL2","","Spiraea alba","white meadowsweet","Dicot","Spiraea","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","No"
"SPTO2","","Spiraea tomentosa","steeplebush","Dicot","Spiraea","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"SPCE","","Spiranthes cernua","nodding lady's tresses","Monocot","Spiranthes","Orchidaceae","Orchid family","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"SPRO","","Spiranthes romanzoffiana","hooded lady's tresses","Monocot","Spiranthes","Orchidaceae","Orchid family","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Erect","None","No"
"SPPO","","Spirodela polyrrhiza","common duckmeat","Monocot","Spirodela","Lemnaceae","Duckweed family","Arales","Arecidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Prostrate","None","No"
"SPCR","","Sporobolus cryptandrus","sand dropseed","Monocot","Sporobolus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"SPHE","","Sporobolus heterolepis","prairie dropseed","Monocot","Sporobolus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"STPA","","Stachys palustris","marsh hedgenettle","Dicot","Stachys","Lamiaceae","Mint family","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"STTE","","Stachys tenuifolia","smooth hedgenettle","Dicot","Stachys","Lamiaceae","Mint family","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"STLO","","Stellaria longifolia","longleaf starwort","Dicot","Stellaria","Caryophyllaceae","Pink family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"STLO2","","Stellaria longipes","longstalk starwort","Dicot","Stellaria","Caryophyllaceae","Pink family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Semi-Erect","None","No"
"SYAL","","Symphoricarpos albus","common snowberry","Dicot","Symphoricarpos","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Rounded","Slight","No"
"SYOC","","Symphoricarpos occidentalis","western snowberry","Dicot","Symphoricarpos","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring","Semi-Erect","None","No"
"SYOR","","Symphoricarpos orbiculatus","coralberry","Dicot","Symphoricarpos","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"SYPAP2","","Symphyotrichum patens var. patens","late purple aster","Dicot","Symphyotrichum","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Semi-Erect","None","No"
"SYPIP3","","Symphyotrichum pilosum var. pilosum","hairy white oldfield aster","Dicot","Symphyotrichum","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"SYFO","","Symplocarpus foetidus","skunk cabbage","Monocot","Symplocarpus","Araceae","Arum family","Arales","Arecidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"SYVU","","Syringa vulgaris","common lilac","Dicot","Syringa","Oleaceae","Olive family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"TAOF","","Taraxacum officinale","common dandelion","Dicot","Taraxacum","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Fall","Prostrate","None","Yes"
"TACA7","","Taxus canadensis","Canada yew","Gymnosperm","Taxus","Taxaceae","Yew family","Taxales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Shrub","Spring and Summer","Decumbent","Moderate","No"
"TECA3","","Teucrium canadense","Canada germander","Dicot","Teucrium","Lamiaceae","Mint family","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"THOC2","","Thuja occidentalis","arborvitae","Gymnosperm","Thuja","Cupressaceae","Cypress family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Conical","None","No"
"TIAM","","Tilia americana","American basswood","Dicot","Tilia","Tiliaceae","Linden family","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"TRVI","","Tradescantia virginiana","Virginia spiderwort","Monocot","Tradescantia","Commelinaceae","Spiderwort family","Commelinales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"TRDU","","Tragopogon dubius","yellow salsify","Dicot","Tragopogon","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring and Summer","Erect","None","No"
"TRFL2","","Tridens flavus","purpletop tridens","Monocot","Tridens","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"TRHY","","Trifolium hybridum","alsike clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring and Summer","Semi-Erect","Slight","No"
"TRIN3","","Trifolium incarnatum","crimson clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Fall, Winter and Spring","Semi-Erect","None","No"
"TRPR2","","Trifolium pratense","red clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"TRRE3","","Trifolium repens","white clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Prostrate","Slight","No"
"TRSP2","","Trisetum spicatum","spike trisetum","Monocot","Trisetum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"TRAE","","Triticum aestivum","common wheat","Monocot","Triticum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Fall, Winter and Spring","Erect","None","Yes"
"TSCA","","Tsuga canadensis","eastern hemlock","Gymnosperm","Tsuga","Pinaceae","Pine family","Pinales","","Pinopsida","","Coniferophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"TYAN","","Typha angustifolia","narrowleaf cattail","Monocot","Typha","Typhaceae","Cat-tail family","Typhales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","Yes"
"TYLA","","Typha latifolia","broadleaf cattail","Monocot","Typha","Typhaceae","Cat-tail family","Typhales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ULAM","","Ulmus americana","American elm","Dicot","Ulmus","Ulmaceae","Elm family","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"ULPU","","Ulmus pumila","Siberian elm","Dicot","Ulmus","Ulmaceae","Elm family","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ULRU","","Ulmus rubra","slippery elm","Dicot","Ulmus","Ulmaceae","Elm family","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"ULTH","","Ulmus thomasii","rock elm","Dicot","Ulmus","Ulmaceae","Elm family","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"UTMI","","Utricularia minor","lesser bladderwort","Dicot","Utricularia","Lentibulariaceae","Bladderwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"VAAN","","Vaccinium angustifolium","lowbush blueberry","Dicot","Vaccinium","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Erect","None","Yes"
"VAME","","Vaccinium membranaceum","thinleaf huckleberry","Dicot","Vaccinium","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","Yes"
"VAUL","","Vaccinium uliginosum","bog blueberry","Dicot","Vaccinium","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring and Summer","Semi-Erect","None","Yes"
"VAVI","","Vaccinium vitis-idaea","lingonberry","Dicot","Vaccinium","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub, Subshrub","Spring","","None","Yes"
"VAAM3","","Vallisneria americana","American eelgrass","Monocot","Vallisneria","Hydrocharitaceae","Tape-grass family","Hydrocharitales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Decumbent","None","No"
"VEAM2","","Veronica americana","American speedwell","Dicot","Veronica","Scrophulariaceae","Figwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"VILE","","Viburnum lentago","nannyberry","Dicot","Viburnum","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"VIOP","","Viburnum opulus","European cranberrybush","Dicot","Viburnum","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"VIOPA2","","Viburnum opulus var. americanum","American cranberrybush","Dicot","Viburnum","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"VIRA","","Viburnum rafinesqueanum","downy arrowwood","Dicot","Viburnum","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Erect","None","No"
"VIAM","","Vicia americana","American vetch","Dicot","Vicia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine, Forb/herb","Spring and Summer","Decumbent","None","No"
"VICR","","Vicia cracca","bird vetch","Dicot","Vicia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine, Forb/herb","Spring and Summer","Decumbent","None","No"
"VISA","","Vicia sativa","garden vetch","Dicot","Vicia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Vine, Forb/herb","Spring","Climbing","Slight","Yes"
"VIVI","","Vicia villosa","winter vetch","Dicot","Vicia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial, Perennial","Vine, Forb/herb","Fall, Winter and Spring","Columnar","Slight","No"
"VIMI2","","Vinca minor","common periwinkle","Dicot","Vinca","Apocynaceae","Dogbane family","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine, Forb/herb","Spring and Summer","Prostrate","Moderate","No"
"VIMA2","","Viola macloskeyi","small white violet","Dicot","Viola","Violaceae","Violet family","Violales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"VIPU3","","Viola pubescens","downy yellow violet","Dicot","Viola","Violaceae","Violet family","Violales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"VISO","","Viola sororia","common blue violet","Dicot","Viola","Violaceae","Violet family","Violales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring","Semi-Erect","None","No"
"VIAE","","Vitis aestivalis","summer grape","Dicot","Vitis","Vitaceae","Grape family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine","Spring and Summer","Climbing","None","Yes"
"VIRI","","Vitis riparia","riverbank grape","Dicot","Vitis","Vitaceae","Grape family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine","Spring and Summer","Climbing","None","No"
"ZEMA","","Zea mays","corn","Monocot","Zea","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Summer","Erect","None","Yes"
"ZIAQ","","Zizania aquatica","annual wildrice","Monocot","Zizania","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring","Erect","None","Yes"
