"Accepted Symbol","Synonym Symbol","Scientific Name","Common Name","Category","Genus","Family","Family Common Name","Order","SubClass","Class","SubDivision","Division","Kingdom","Duration","Growth Habit","Active Growth Period","Shape and Orientation","Toxicity","Palatable Human"
"SECE","","Secale cereale","cereal rye","Monocot","Secale","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring, Summer, Fall","Erect","None","Yes"
"SEVU","","Senecio vulgaris","old-man-in-the-Spring","Dicot","Senecio","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"SEIT","","Setaria italica","foxtail millet","Monocot","Setaria","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Spring and Summer","Erect","None","No"
"SEVU2","","Setaria vulpiseta","plains bristlegrass","Monocot","Setaria","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SHAR","","Shepherdia argentea","silver buffaloberry","Dicot","Shepherdia","Elaeagnaceae","Oleaster family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Semi-Erect","None","Yes"
"SHCA","","Shepherdia canadensis","russet buffaloberry","Dicot","Shepherdia","Elaeagnaceae","Oleaster family","Rhamnales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","Yes"
"SINE3","","Sidalcea neomexicana","salt spring checkerbloom","Dicot","Sidalcea","Malvaceae","Mallow family","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","Yes"
"SICH","","Simmondsia chinensis","jojoba","Dicot","Simmondsia","Simmondsiaceae","Jojoba family","Euphorbiales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Summer and Fall","Rounded","None","Yes"
"SIID","","Sisyrinchium idahoense","Idaho blue-eyed grass","Monocot","Sisyrinchium","Iridaceae","Iris family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"SOCA6","","Solidago canadensis","Canada goldenrod","Dicot","Solidago","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"SOMI2","","Solidago missouriensis","Missouri goldenrod","Dicot","Solidago","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Erect","None","No"
"SOSC2","","Sorbus scopulina","Greene's mountain ash","Dicot","Sorbus","Rosaceae","Rose family","Rosales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"SONU2","","Sorghastrum nutans","Indiangrass","Monocot","Sorghastrum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","None","No"
"SOBI2","","Sorghum bicolor","sorghum","Monocot","Sorghum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Summer and Fall","Erect","Moderate","Yes"
"SOHA","","Sorghum halepense","Johnsongrass","Monocot","Sorghum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","Slight","No"
"SPEU","","Sparganium eurycarpum","broadfruit bur-reed","Monocot","Sparganium","Sparganiaceae","Bur-reed family","Typhales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Erect","None","No"
"SPGR","","Spartina gracilis","alkali cordgrass","Monocot","Spartina","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SPAM2","","Sphaeralcea ambigua","desert globemallow","Dicot","Sphaeralcea","Malvaceae","Mallow family","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"SPCO","","Sphaeralcea coccinea","scarlet globemallow","Dicot","Sphaeralcea","Malvaceae","Mallow family","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Subshrub, Forb/herb","Spring and Summer","Erect","None","No"
"SPGR2","","Sphaeralcea grossulariifolia","gooseberryleaf globemallow","Dicot","Sphaeralcea","Malvaceae","Mallow family","Malvales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Decumbent","None","No"
"SPOB","","Sphenopholis obtusata","prairie wedgescale","Monocot","Sphenopholis","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Graminoid","Spring","Erect","None","No"
"SPRO","","Spiranthes romanzoffiana","hooded lady's tresses","Monocot","Spiranthes","Orchidaceae","Orchid family","Orchidales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Erect","None","No"
"SPPO","","Spirodela polyrrhiza","common duckmeat","Monocot","Spirodela","Lemnaceae","Duckweed family","Arales","Arecidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Prostrate","None","No"
"SPAI","","Sporobolus airoides","alkali sacaton","Monocot","Sporobolus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SPCR","","Sporobolus cryptandrus","sand dropseed","Monocot","Sporobolus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"SPFL2","","Sporobolus flexuosus","mesa dropseed","Monocot","Sporobolus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"SPWR2","","Sporobolus wrightii","big sacaton","Monocot","Sporobolus","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer","Erect","None","No"
"STLO","","Stellaria longifolia","longleaf starwort","Dicot","Stellaria","Caryophyllaceae","Pink family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"STLO2","","Stellaria longipes","longstalk starwort","Dicot","Stellaria","Caryophyllaceae","Pink family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring","Semi-Erect","None","No"
"STUM","","Stellaria umbellata","umbrella starwort","Dicot","Stellaria","Caryophyllaceae","Pink family","Caryophyllales","Caryophyllidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"STARA","","Stenotus armerioides var. armerioides","thrift mock goldenweed","Dicot","Stenotus","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Forb/herb","Spring and Summer","Semi-Erect","None","No"
"SYOR2","","Symphoricarpos oreophilus","mountain snowberry","Dicot","Symphoricarpos","Caprifoliaceae","Honeysuckle family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Decumbent","None","No"
"TAOF","","Taraxacum officinale","common dandelion","Dicot","Taraxacum","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Fall","Prostrate","None","Yes"
"TEST","","Tecoma stans","yellow trumpetbush","Dicot","Tecoma","Bignoniaceae","Trumpet-creeper family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"TECA2","","Tetradymia canescens","spineless horsebrush","Dicot","Tetradymia","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub","Spring, Summer, Fall","Erect","Severe","No"
"TECA3","","Teucrium canadense","Canada germander","Dicot","Teucrium","Lamiaceae","Mint family","Lamiales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"THMO","","Thamnosma montana","turpentinebroom","Dicot","Thamnosma","Rutaceae","Rue family","Sapindales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub","Spring and Fall","Erect","None","No"
"THPO7","","Thinopyrum ponticum","tall wheatgrass","Monocot","Thinopyrum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring","Erect","None","No"
"TRDU","","Tragopogon dubius","yellow salsify","Dicot","Tragopogon","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial","Forb/herb","Spring and Summer","Erect","None","No"
"TRPO","","Tragopogon porrifolius","salsify","Dicot","Tragopogon","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial","Forb/herb","Spring and Summer","Erect","None","Yes"
"TRHY","","Trifolium hybridum","alsike clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring and Summer","Semi-Erect","Slight","No"
"TRLO","","Trifolium longipes","longstalk clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"TRPR2","","Trifolium pratense","red clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Biennial, Perennial","Forb/herb","Spring and Summer","Erect","Slight","No"
"TRRE3","","Trifolium repens","white clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring, Summer, Fall","Prostrate","Slight","No"
"TRWO","","Trifolium wormskioldii","cows clover","Dicot","Trifolium","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"TRSP2","","Trisetum spicatum","spike trisetum","Monocot","Trisetum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Spring and Summer","Erect","None","No"
"TRAE","","Triticum aestivum","common wheat","Monocot","Triticum","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Fall, Winter and Spring","Erect","None","Yes"
"TYLA","","Typha latifolia","broadleaf cattail","Monocot","Typha","Typhaceae","Cat-tail family","Typhales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","None","No"
"ULPA","","Ulmus parvifolia","Chinese elm","Dicot","Ulmus","Ulmaceae","Elm family","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree","Spring and Summer","Erect","None","No"
"ULPU","","Ulmus pumila","Siberian elm","Dicot","Ulmus","Ulmaceae","Elm family","Urticales","Hamamelididae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"URMA3","","Urochloa maxima","guineagrass","Monocot","Urochloa","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Graminoid","Summer and Fall","Erect","None","No"
"UTMI","","Utricularia minor","lesser bladderwort","Dicot","Utricularia","Lentibulariaceae","Bladderwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Prostrate","None","No"
"VAME","","Vaccinium membranaceum","thinleaf huckleberry","Dicot","Vaccinium","Ericaceae","Heath family","Ericales","Dilleniidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Shrub","Spring and Summer","Semi-Erect","None","Yes"
"VAOC2","","Valeriana occidentalis","western valerian","Dicot","Valeriana","Valerianaceae","Valerian family","Dipsacales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Semi-Erect","None","No"
"VAAM3","","Vallisneria americana","American eelgrass","Monocot","Vallisneria","Hydrocharitaceae","Tape-grass family","Hydrocharitales","Alismatidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Summer","Decumbent","None","No"
"VECA2","","Veratrum californicum","California false hellebore","Monocot","Veratrum","Liliaceae","Lily family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Severe","No"
"VEEN","","Verbesina encelioides","golden crownbeard","Dicot","Verbesina","Asteraceae","Aster family","Asterales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Forb/herb","Summer","Erect","None","No"
"VEAM2","","Veronica americana","American speedwell","Dicot","Veronica","Scrophulariaceae","Figwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"VEWO2","","Veronica wormskjoldii","American alpine speedwell","Dicot","Veronica","Scrophulariaceae","Figwort family","Scrophulariales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Decumbent","None","No"
"VIAM","","Vicia americana","American vetch","Dicot","Vicia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine, Forb/herb","Spring and Summer","Decumbent","None","No"
"VISA","","Vicia sativa","garden vetch","Dicot","Vicia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual","Vine, Forb/herb","Spring","Climbing","Slight","Yes"
"VIVI","","Vicia villosa","winter vetch","Dicot","Vicia","Fabaceae","Pea family","Fabales","Rosidae","Magnoliopsida","","Magnoliophyta","Plantae","Annual, Biennial, Perennial","Vine, Forb/herb","Fall, Winter and Spring","Columnar","Slight","No"
"VIMI2","","Vinca minor","common periwinkle","Dicot","Vinca","Apocynaceae","Dogbane family","Gentianales","Asteridae","Magnoliopsida","","Magnoliophyta","Plantae","Perennial","Vine, Forb/herb","Spring and Summer","Prostrate","Moderate","No"
"YUBA","","Yucca baccata","banana yucca","Monocot","Yucca","Agavaceae","Century-plant family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Subshrub, Shrub, Forb/herb","Spring, Summer, Fall","Erect","None","No"
"YUEL","","Yucca elata","soaptree yucca","Monocot","Yucca","Agavaceae","Century-plant family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Tree, Shrub","Spring and Summer","Erect","None","No"
"ZEMA","","Zea mays","corn","Monocot","Zea","Poaceae","Grass family","Cyperales","Commelinidae","Liliopsida","","Magnoliophyta","Plantae","Annual","Graminoid","Summer","Erect","None","Yes"
"ZIPA2","","Zigadenus paniculatus","foothill deathcamas","Monocot","Zigadenus","Liliaceae","Lily family","Liliales","Liliidae","Liliopsida","","Magnoliophyta","Plantae","Perennial","Forb/herb","Spring and Summer","Erect","Severe","No"
